word,tf
들이키,1.0
각종,1.0
물건,2.0
등장,4.58
단서,1.0
흐름,1.0
잇,2.0
문화,1.0
발달,1.0
루,1.0
어여쁘,1.0
여대생,3.0
애인,1.0
항상,3.0
꾸,1.0
연속적,1.0
인정,2.58
터프,1.0
굴,2.58
배려,2.0
심,2.0
용감,1.0
자세,2.58
전과,2.0
처단,2.0
여전히,2.0
원인,2.58
싫어하,1.0
순하,2.0
연적,1.0
범,2.0
약물,1.0
투여,1.0
갖은,1.0
동원하,1.0
계획,2.0
이기,1.0
진정,3.0
훈훈,1.0
소설,1.0
베,2.0
카,2.58
결심,2.58
삶,3.58
얼마,2.0
태도,2.0
떠오르,2.0
인간,1.0
배설물,1.0
배출,1.0
깜박이,1.0
불완전,1.0
존재,1.0
연하,1.0
다가오,2.0
언제나,1.0
달라지,3.0
핵심,1.0
포인트,2.0
예상,3.0
분류,1.0
배급사,1.0
마케팅,1.0
낚이,2.0
읽,1.0
슬립,1.0
이름,3.32
중요,1.0
테이블,1.0
춤추고,1.0
토하,1.0
대리,1.0
재우,1.0
격,1.0
지구,3.0
살리기,1.0
서명,3.58
부탁,2.0
연인,1.0
경적,3.32
언니,2.58
잔소리,1.0
마스크,5.32
다리,2.0
동시,2.0
똑같,4.91
다트,1.0
화장대,1.0
그때,2.58
트리를,2.58
참석,1.0
응원,1.0
누구,3.32
튿,1.0
들어,1.0
눈치채,3.0
못하고닉,1.0
미래,1.0
맞추,2.0
증명,1.0
믿,3.81
최대한,1.0
한가지,2.0
정체,2.58
알아내,4.17
리셋,3.0
잡,3.81
솔직히,1.0
외,1.0
없다,2.58
봄,1.0
군지,3.58
미행,2.0
관찰,1.0
적히,1.0
흔적,1.0
허약,1.0
무한,4.7
아,3.81
여기,4.46
양반,1.0
마누라,1.0
미치,1.0
감,2.0
데이트,3.0
이런저런,1.0
나누,3.0
조셉,5.09
자막,2.0
존,2.0
톰스,1.0
저지,1.0
갈,3.81
저지는,1.0
살리,3.58
기회,3.58
이대로,1.0
되돌리,1.0
시,1.0
엄청나,2.58
신체적,1.0
불리,1.0
당연히,1.0
정전,2.58
이용,3.58
틈,3.0
야,3.0
쏘,3.0
승리,2.0
컵케잌,3.32
소원,2.0
빌,2.0
졸,2.0
게,1.0
오르,1.0
가셈,1.0
의아,1.0
해하,2.0
분명,2.0
손,2.0
리셋되어버렷으,1.0
주목,1.0
결론,3.0
내리,2.58
애초,1.0
따로,1.0
우연히,2.0
모름,1.0
훼이크고바,1.0
적이,2.58
권,1.0
거부,2.0
분석,1.0
본성,1.0
드러내,2.0
짱,1.0
은,1.0
떨어뜨리,2.0
버림,1.0
호감,2.58
느끼,3.58
튜,1.0
이건,1.0
나도,2.58
ㅅ,2.58
ㅂ,2.0
장난치,1.0
근데,3.81
끼,3.32
갑자,1.0
기트리,1.0
마이크,2.58
빨리,2.0
냅두,1.0
합류하는데,1.0
대체,2.0
님,1.0
피해자,1.0
유니버셜,2.58
로고,2.0
미니,2.0
언,1.0
센스,1.0
가십,1.0
닮,1.0
확실히,1.0
어디,2.0
의외로,1.0
병,1.0
배트,1.0
폭발,2.58
매달,1.0
다양,2.0
과정,3.32
직접적,2.0
예쁘,4.0
젊,1.0
괴로워하,1.0
보여주,3.32
포르노,1.0
걱정,2.0
집중,1.0
꽤나,1.0
유머러스,2.0
염탐,2.0
지긋지긋,1.0
표정,1.0
쌩뚱,1.0
누드,2.0
스트리킹,1.0
다이,1.0
스트,1.0
킹,1.0
서비스,1.0
무의미,1.0
눈요기,1.0
느껴지,1.0
쓸데없,2.0
웃기,3.81
패닉,1.0
벌벌,1.0
