word,tf
둥지,2.0
형상,1.0
뒤덮히,1.0
제단,4.17
의문점,2.0
남기,3.32
용의,1.0
자로,1.0
환각,2.58
성분,3.32
대량,2.58
검출,3.0
보도,1.0
후로,1.0
겁탈,3.0
부녀자,2.0
갑자기,5.7
정전,2.0
지구대,4.0
문,4.46
나체,3.0
소스라치,1.0
나가보,1.0
다음날,4.0
출동,3.0
날뛰,2.58
구경,2.0
마주치,3.0
알아채,2.58
목,2.0
지켜보,4.17
조심,1.0
당부,2.58
전화,5.09
뒷문,2.0
훈,3.58
고라니,3.81
뜯,1.0
덮치,2.58
잠,3.81
깨어나,2.58
건강,2.58
덕기,4.17
데리,3.0
나서,3.0
산속,4.0
헤매,3.0
사체,3.0
발,3.58
헛딛,1.0
구르,2.58
홧김,2.0
욕설,3.58
벼락,3.58
병원,4.17
온몸,2.0
비틀,1.0
토하,4.32
따,4.0
발작,3.58
생선,3.32
듯이,2.58
먹어치우,2.0
장모,5.09
불러오,2.0
통역,2.58
찍히,2.0
놓이,2.58
진의,5.09
놀라,3.58
태연,2.0
기와,1.0
낙서,2.0
적히,1.0
공책,2.0
아빠,4.46
기괴,1.0
이에,4.32
확인,4.7
난장판,3.32
흑염소,2.0
매달리,3.0
아내,5.46
한의원,2.0
잠시,4.17
옆집,3.81
맡기,2.0
가위,2.0
찌르,2.58
결심,3.0
둘러보,3.0
마당,1.0
장독,2.0
까마귀,4.17
시체,4.17
당장,2.0
그날,3.32
배가,1.0
트럭,4.0
시각,3.81
괴로움,2.58
발버둥,1.0
북,2.0
염,1.0
외우,3.0
어하,1.0
쓰러지,4.58
의식,4.58
나빠지,1.0
혈투,2.0
꺾이,3.0
일행,4.46
발견하고뒤쫒아가지,1.0
절벽,4.0
절망감,1.0
돌아서,1.0
한숨,1.0
돌리,3.0
몰,3.32
유리,3.0
떨어지,4.81
미동,1.0
입원,2.58
낫,3.58
퇴원,2.58
토,2.0
뿜,2.0
기세,1.0
급하,3.81
짐,3.0
챙기,3.81
빠져나오,2.0
차로,2.0
날벌레,1.0
수없이,1.0
멈추,3.0
아무것,2.0
갈등,1.0
부탁,3.0
머리핀,3.81
시들,4.17
멍하니,3.0
진과,2.0
아침,3.58
도중,3.58
떨어뜨리,3.32
나무,2.58
